Designator,Footprint,Quantity,Value,LCSC Part #
D1,LED_Cree-XP-GWT,1,LED_Pad,C17401863
J3,Samtec_HSEC8-110-X-X-DV_2x10_P0.8mm_Edge,1,Conn_02x10_Odd_Even,
